Unit Name,Market Rent,Default Deposit,Sqft,Bedrooms,Bathrooms,Tags,Revenue,Description

"-> 1019 Spring St. - 1019 Spring Street Madison, WI 53715","","","","","","","",""
1019-1,"3,250.00","3,250.00","1,040",3,1.00,,Yes,
1019-2,"3,250.00","3,250.00","1,040",3,1.00,,Yes,
1019-3,"3,250.00","3,250.00","1,040",3,1.00,,Yes,
1019-4,"3,250.00","3,250.00","1,040",3,1.00,,Yes,
,"13,000.00","13,000.00","4,160",12,4.00,,,
"-> 1020 Fahrenbrook Court - 1020 Fahrenbrook Court Madison, WI 53715","","","","","","","",""
Surface Parking Spot,200.00,0.00,,1,,,Yes,
1020-1,"2,350.00","2,350.00",900,2,1.00,,Yes,"This community is located in the Spring Street neighborhood nestled among our other JD McCormick communities including 1019 Spring Street, Campus Corner, and Campus Village. These spacious floor plans are great for sharing and are available in 2 bedroom/1 bathroom or 3 bedroom/2 bathroom. These apartments come furnished, have either a private patio or balcony, lots of living space, and plenty of closet space. Select floor plans have an additional large pantry room located off of the kitchen."
1020-2,"3,420.00","3,420.00","1,150",3,2.00,,Yes,
1020-3,"3,420.00","3,420.00","1,150",3,2.00,,Yes,
1020-4,"2,350.00","2,350.00",900,2,1.00,,Yes,
1020-5,"3,500.00","3,500.00","1,250",3,2.00,,Yes,
1020-6,"3,500.00","3,500.00","1,250",3,2.00,,Yes,
1020-7,"2,350.00","2,350.00",900,2,1.00,,Yes,
1020-8,"3,420.00","3,420.00","1,150",3,2.00,,Yes,
1020-9,"3,420.00","3,420.00","1,150",3,2.00,,Yes,
1020-10,"2,350.00","2,350.00",900,2,1.00,,Yes,Black applicances 
1020-11,"3,420.00","3,420.00","1,150",3,2.00,,Yes,
1020-12,"3,420.00","3,420.00","1,150",3,2.00,,Yes,
,"37,120.00","36,920.00","13,000",33,20.00,,,
"-> 1040 Spring St. - 1040 Spring Street Madison, WI 53715","","","","","","","",""
Office,,,,,,,Yes,
1040-A,"4,100.00","4,100.00","1,050",3,1.00,Silver,Yes,
1040-B,"2,590.00","2,590.00",880,2,2.00,Platinum,Yes,"
Campus Village has everything you are looking for in a downtown campus apartment. A perfect distance to UW-Madison and close to Edgewood College, this is a well known and popular location to live at on campus.

You will love being close and only a few minutes walk in all directions to campus and downtown staples such as University Avenue, the Kohl Center, Grainger Hall, State Street, Regent Street, Union South and Camp Randall."
1040-C,"4,500.00","4,500.00","1,250",4,2.00,Silver,Yes,"4 bed/ 2 bath,
Floorplan 38
Multilevel
Remodeled
LVT
New cabinetry
New furnishing 23-24
Private entrance
Badger wall decor"
1040-D,"4,500.00","4,500.00","1,250",4,2.00,Silver,Yes,
1040-E,"2,590.00","2,590.00",880,2,2.00,Silver,Yes,
1040-F,"4,350.00","4,350.00","1,200",4,2.00,Silver,Yes,
1040-G,"4,350.00","4,350.00","1,200",4,2.00,Platinum,Yes,
1040-H,"4,350.00","4,350.00","1,200",4,2.00,Silver,Yes,
1040-I,"4,350.00","4,350.00","1,200",4,2.00,Silver,Yes,
1040-J,"4,250.00","4,250.00","1,150",4,1.00,Silver,Yes,
1040-K,"4,500.00","4,500.00","1,200",4,2.00,Silver,Yes,
1040-L,"1,760.00","1,760.00",700,1,1.00,Silver,Yes,
1040-M,"1,760.00","1,760.00",700,1,1.00,Platinum,Yes,
1040-N,"4,500.00","4,500.00","1,200",4,2.00,Silver,Yes,
1040-O,"4,250.00","4,250.00","1,150",4,1.00,Silver,Yes,
1040-P,"2,590.00","2,590.00",880,2,2.00,Platinum,Yes,
1040-Q,"2,590.00","2,590.00",880,2,2.00,Silver,Yes,"Campus Village has everything you are looking for in a downtown campus apartment. A perfect distance to UW-Madison and close to Edgewood College, this is a well-known and popular location to live at on campus.

You will love being close and only a few minutes walk in all directions to campus and downtown staples such as University Avenue, the Kohl Center, Grainger Hall, State Street, Regent Street, Union South, and Camp Randall."
1040-R,"4,500.00","4,500.00","1,200",4,2.00,Platinum,Yes,
1040-S,"4,500.00","4,500.00","1,200",4,2.00,Silver,Yes,
,"70,880.00","70,880.00","20,370",61,33.00,,,
"-> 110 S. Hancock Street - 110 S. Hancock Street Madison, WI 53703","","","","","","","",""
Parking-3,,,,,,,Yes,
110-1,"1,810.00","1,810.00","1,050",2,1.50,,Yes,
110-2,"1,170.00","1,170.00",500,1,1.00,,Yes,"You don't want to miss out on this beautiful house just steps from Lake Monona and Capitol Square. This house has studio, 1, 2 and 3 bedroom apartments available to rent. Coin-operated laundry is located in the basement and the 3 bedroom apartment has in-unit laundry. Off street parking is also available."
110-3,980.00,980.00,300,0,1.00,,Yes,"You don't want to miss out on this beautiful house just steps from Lake Monona and Capitol Square. This house has studio, 1, 2 and 3 bedroom apartments available to rent. Coin-operated laundry is located in the basement and the 3 bedroom apartment has in-unit laundry. Off street parking is also available."
110-4,"1,320.00","1,320.00",750,1,1.00,,Yes,
110-5,"1,190.00","1,190.00",400,0,1.00,remodel,Yes,"You don't want to miss out on this beautiful house just steps from Lake Monona and Capitol Square. This house has studio, 1, 2 and 3 bedroom apartments available to rent. Coin-operated laundry is located in the basement and the 3 bedroom apartment has in-unit laundry. Off street parking is also available."
110-6,"2,260.00","2,260.00","1,260",3,1.00,remodel,Yes,"Kitchen and bathroom remodeled in 2018. 
In unit washer and dryer in this unit only. Coin-operated laundry is in the basement
"
,"8,730.00","8,730.00","4,260",7,6.50,,,
"-> 122/124/126 State Street - 122 State Street Madison, WI 53703","","","","","","","",""
117-1,"2,320.00","2,320.00",950,3,1.00,,Yes,
117-2,"1,290.00","1,290.00",400,1,1.00,,Yes,
117-3,"1,805.00","1,805.00",,2,1.00,,Yes,
117-4,"1,030.00","1,000.00",420,0,1.00,,Yes,
122,,,,,,,Yes,
124,,,,,,,Yes,
126,,,,,,Commercial,Yes,"Built 1908
Commercial restaurant space"
,"6,445.00","6,415.00","1,770",6,4.00,,,
"-> 128/130/132 State Street - 130 State Street Madison, WI 53703","","","","","","","",""
128,0.00,,"1,200",,,Commercial,No,
128-2,0.00,"2,110.00","1,271",3,2.00,,No,
130,0.00,,,,,,No,
130-2,0.00,"1,940.00",966,3,2.00,,No,
132,0.00,"1,100.00",215,,,Commercial,No,
,0.00,"5,150.00","3,652",6,4.00,,,
"-> 1307 Middleton St - 1307 Middleton St Middleton, WI 53562","","","","","","","",""
1307 Middleton St,0.00,,,,,,No,
"-> 1308 Shirley St - 1308 Shirley St Middleton, WI 53562","","","","","","","",""
1308 Shirley St,0.00,"2,000.00","2,668",3,2.00,,No,
"-> 1802/1804 Kendall Avenue - 1802/1804 Kendall Avenue Madison, WI 53726","","","","","","","",""
1802,"3,500.00","3,500.00","1,343",3,1.50,,Yes,
1804,"3,500.00","3,500.00","1,343",3,1.50,,Yes,
,"7,000.00","7,000.00","2,686",6,3.00,,,
"-> 202  S. Randall Ave. - 202 S. Randall Ave. Madison, WI 53715","","","","","","","",""
202  S. Randall Ave.,"5,000.00",,,,,,Yes,
"-> 214 Breese Terrace - 214 Breese Terrace Madison, WI 53726","","","","","","","",""
214BT-1,"8,640.00","8,640.00","3,278",9,2.50,remodel,Yes,"Nine bedroom home with 2 and a half baths also, has a water closet. Charming built-ins through out as well as a decorative fireplace. In unit laundry and spacious basement for storage.
3 minute walk to Camp Randall
Built in 1929"
"-> 214 State Street - 214 State Street Madison, WI 53703","","","","","","","",""
214 State St- 1,"2,490.00","2,490.00","1,342",3,1.00,,Yes,
214 State St- 2,"2,490.00","2,490.00","1,342",3,1.00,,Yes,
214 State Street,"3,355.00","3,355.00","1,342",,,Commercial,Yes,
,"8,335.00","8,335.00","4,026",6,2.00,,,
"-> 214/216 Gilman - 214/216 W. Gilman Street Madison, WI 53703","","","","","","","",""
214-2,"1,300.00","1,300.00",590,1,1.00,,Yes,"These studio and 1 bedroom apartments are located downtown, just steps away from State Street. With lots of windows, the apartments are bright and sunny.  Many units also featured hardwood floors. There is communal storage and a balcony in the back of the building, coin-operated laundry in the basement, and off street parking available."
214-3,"1,300.00","1,300.00",590,1,1.00,,Yes,"These studio and 1 bedroom apartments are located downtown, just steps away from State Street. With lots of windows, the apartments are bright and sunny.  Many units also featured hardwood floors. There is communal storage and a balcony in the back of the building, coin-operated laundry in the basement, and off street parking available."
214-6,"1,300.00","1,300.00",590,1,1.00,,Yes,"These studios and 1 bedroom apartments are located downtown, just steps away from State Street. With lots of windows, the apartments are bright and sunny.  Many units also featured hardwood floors. There is communal storage and a balcony in the back of the building, coin-operated laundry in the basement, and off-street parking available."
216-1,"1,300.00","1,300.00",590,1,1.00,,Yes,"These studios and 1 bedroom apartments are located downtown, just steps away from State Street. With lots of windows, the apartments are bright and sunny.  Many units also featured hardwood floors. There is communal storage and a balcony in the back of the building, coin-operated laundry in the basement, and off-street parking available."
216-4,"1,180.00","1,180.00",430,0,1.00,,Yes,"Storage throughout, built-in bookcase and dresser 
These studios and 1 bedroom apartments are located downtown, just steps away from State Street. With lots of windows, the apartments are bright and sunny.  Many units also featured hardwood floors. There is communal storage and a balcony in the back of the building, coin-operated laundry in the basement, and off-street parking available."
216-5,"1,300.00","1,300.00",590,1,1.00,,Yes,"These studios and 1 bedroom apartments are located downtown, just steps away from State Street. With lots of windows, the apartments are bright and sunny.  Many units also featured hardwood floors. There is communal storage and a balcony in the back of the building, coin-operated laundry in the basement, and off-street parking available."
,"7,680.00","7,680.00","3,380",5,6.00,,,
"-> 218 Gilman - 218 W. Gilman Street House Madison, WI 53703","","","","","","","",""
218,"7,830.00","7,830.00","2,827",7,2.00,"Central A/C, Off-street Parking, On Bus Line, In-unit Laundry",Yes,"Close to campus, the Memorial Union Terrace, and State Street. 
7 bedroom house w/ den, 2 full bathrooms, in-unit laundry, hardwood floors, a back balcony, and fireplace.
Central heating and cooling and off-street parking is available."
"-> 306/308 N. Prospect Avenue - 306/308 N. Prospect Avenue Madison, WI 53726","","","","","","","",""
306-1,"2,880.00","2,880.00","1,276",3,1.00,,Yes,"Built-in storage through out. 
"
308-2,"5,750.00","5,750.00","1,276",6,2.00,,Yes,Stainless Steel Appliances
,"8,630.00","8,630.00","2,552",9,3.00,,,
"-> 3310 Lake Mendota - 3310 Lake Mendota Drive Madison, WI 53705","","","","","","","",""
3310 Lake Mendota,0.00,,,,,,No,
"-> 3547 Topping Road - 3547 Topping Road Madison, WI 53705","","","","","","","",""
3547 Topping Road,"7,500.00","3,000.00","4,126",4,4.50,,Yes,
"-> 401/407 State Street - 401/407 State Street Madison, WI 53703","","","","","","","",""
401,"7,100.00",,"1,724",,,Commercial,Yes,Built 1906
407-A,"1,740.00","1,740.00",600,2,1.00,,Yes,
407-B,"1,760.00","1,760.00",600,2,1.00,,Yes,
407-C,"1,740.00","1,740.00",600,2,1.00,,Yes,"These cozy 2 bedroom flats are located above Warby Parker on the corner of State Street and W. Gorham Street. With a great location, lots of natural lighting, and beautiful hardwood floors, these units are perfect for making many Madison memories."
407-D,"1,740.00","1,740.00",600,2,1.00,,Yes,
407-E,"1,820.00","1,820.00",600,2,1.00,,Yes,
407-F,"1,820.00","1,820.00",600,2,1.00,,Yes,
,"17,720.00","10,620.00","5,324",12,6.00,,,
"-> 441 N. Lake Street - 441 N. Lake Street Madison, WI 53715","","","","","","","",""
441 N. Lake Street,"11,384.17",,"3,595",,,Commercial,Yes,
"-> 4617 Dovetail Drive - 4617 Dovetail Drive Madison, WI 53704","","","","","","","",""
Warehouse,,,,,,,Yes,
"-> 515 State Street - 515 State Street Madison, WI 53703","","","","","","","",""
515-Retail,"12,381.00",,,,,Commercial,Yes,
515-2A,"3,440.00","3,440.00","1,220",3,2.00,,Yes,
515-2B,"1,400.00","1,400.00",655,1,1.00,,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off street parking is available."
515-2C,"2,300.00","2,300.00",920,2,1.00,remodel,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off street parking is available.
"
515-2D,"1,400.00","1,400.00",655,1,1.00,,Yes,
515-2E,"2,300.00","2,300.00",920,2,1.00,remodel,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off-street parking is available."
515-3A,"3,440.00","3,440.00","1,220",3,2.00,remodel,Yes,
515-3B,"1,490.00","1,490.00",675,1,1.00,remodel,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off street parking is available."
515-3C,"2,300.00","2,300.00",920,2,1.00,Remodeled,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off-street parking is available."
515-3D,"1,490.00","1,490.00",675,1,1.00,Remodeled,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off street parking is available."
515-3E,"2,300.00","2,300.00",920,2,1.00,Remodeled,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off-street parking is available."
515-4A,"3,440.00","3,440.00","1,220",3,2.00,remodel,Yes,
515-4B,"1,490.00","1,490.00",675,1,1.00,Remodeled,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off street parking is available."
515-4C,"2,110.00","2,110.00",765,2,1.00,,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off street parking is available."
515-4D,"1,490.00","1,490.00",675,1,1.00,Remodeled,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off street parking is available."
515-4E,"2,300.00","2,300.00",920,2,1.00,Remodeled,Yes,"You'll love living in this central, downtown, State Street location. Choose between 1, 2, or 3 bedroom apartments with spacious floor plans and great views of State Street, the Capitol, and Gilman Street. Remodeled units are available and some feature a shared patio or balcony facing State Street. Coin-operated laundry and storage is located in the basement and off street parking is available."
,"45,071.00","32,690.00","13,035",27,18.00,,,
"-> 6333 University Ave. - 6333 University Ave. Middleton, WI 53562","","","","","","","",""
Parking Lot Neighbor,,,0,,,,Yes,
6333-101,"3,552.33",,"2,942",,,Commercial,Yes,
6333-102,"4,218.86",,"4,294",,,Commercial,Yes,
6333-103,"2,093.97",,"2,069",,,Commercial,Yes,
6333-104-106,"6,375.61",,"5,437",,,Commercial,Yes,
6333-107,997.75,,921,,,Commercial,Yes,"Location is key, and at Mid Town Square, you have it all! Situated on the bustling University Avenue in Middleton, our retail spaces offer unmatched visibility and high car traffic. Choose from a variety of sizes and configurations to suit your business needs, with flexible lease terms to accommodate your plans.

With convenient, free parking, customers can easily stop by and shop. Make your move to Mid Town Square and set your business up for success!"
6333-108,"1,358.39",,"1,105",,,Commercial,Yes,
6333-109,824.49,,641,,,Commercial,Yes,
6333-110,"1,559.00",,"1,439",,,Commercial,Yes,"Location is key, and at Mid Town Square, you have it all! Situated on the bustling University Avenue in Middleton, our retail spaces offer unmatched visibility and high car traffic. Choose from a variety of sizes and configurations to suit your business needs, with flexible lease terms to accommodate your plans.

With convenient, free parking, customers can easily stop by and shop. Make your move to Mid Town Square and set your business up for success!"
6333-111-112,"2,079.51",,"1,845",,,Commercial,Yes,
6333-113,"1,778.00",,"1,641",,,Commercial,Yes,"Location is key, and at Mid Town Square, you have it all! Situated on the bustling University Avenue in Middleton, our retail spaces offer unmatched visibility and high car traffic. Choose from a variety of sizes and configurations to suit your business needs, with flexible lease terms to accommodate your plans.

With convenient, free parking, customers can easily stop by and shop. Make your move to Mid Town Square and set your business up for success!"
6333-114,"1,381.25",,"1,275",,,Commercial,Yes,
6333-201,313.24,,300,,,Commercial,Yes,
6333-202,851.00,,887,,,Commercial,Yes,
6333-203,832.32,,852,,,Commercial,Yes,
6333-204,477.54,,444,,,Commercial,Yes,
,"28,693.26",0.00,"26,092",0,0.00,,,
"-> 728 Lionshead Cir. - 728 Lionshead circle R-6 Vail, CO 81657","","","","","","","",""
R-6,,,,,,,Yes,
"-> Beaverbrook Apartments - 2644 Branch Street Middleton, WI 53562","","","","","","","",""
2644-100,"2,330.00",500.00,865,2,2.00,Oak,Yes,
2644-101,"2,105.00",500.00,865,2,1.00,Pine,Yes,
2644-102,"1,650.00",500.00,656,1,1.00,Balsam,Yes,
2644-103,"1,650.00",500.00,656,1,1.00,Balsam,Yes,
2644-104,"1,650.00",500.00,656,1,1.00,"Balsam, Hallman Satin",Yes,
2644-105,"1,650.00",500.00,656,1,1.00,Balsam,Yes,
2644-106,"1,650.00",500.00,656,1,1.00,Balsam,Yes,
2644-107,"1,650.00",500.00,656,1,1.00,Balsam,Yes,
2644-108,"1,650.00",500.00,656,1,1.00,"ADA, Balsam",Yes,
2644-109,"1,650.00",500.00,656,1,1.00,Balsam,Yes,
2644-110,"2,045.00",500.00,774,2,1.00,Aspen,Yes,
2644-111,"1,950.00",500.00,956,2,2.00,Maple,Yes,
2644-200,"2,330.00",500.00,865,2,2.00,Oak,Yes,
2644-201,"2,105.00",500.00,865,2,1.00,Pine,Yes,
2644-202,"1,695.00",500.00,656,1,1.00,Balsam,Yes,
2644-203,"1,695.00",500.00,656,1,1.00,Balsam,Yes,
2644-204,"1,695.00",500.00,656,1,1.00,Balsam,Yes,
2644-205,"1,695.00",500.00,656,1,1.00,Balsam,Yes,
2644-206,"1,695.00",500.00,656,1,1.00,Balsam,Yes,
2644-207,"1,695.00",500.00,656,1,1.00,Balsam,Yes,
2644-208,"1,695.00",500.00,656,1,1.00,Balsam,Yes,
2644-209,"1,695.00",500.00,656,1,1.00,Balsam,Yes,
2644-210,"2,045.00",500.00,774,2,1.00,Aspen,Yes,
2644-211,"1,950.00",500.00,956,2,2.00,Maple,Yes,
2644-300,"2,330.00",500.00,865,2,2.00,Oak,Yes,
2644-301,"1,885.00",500.00,652,1,1.00,Birch,Yes,
2644-302,"2,150.00",500.00,"1,073",2,2.00,Ash,Yes,
2644-303,"2,150.00",500.00,"1,073",2,2.00,Ash,Yes,
2644-304,"2,150.00",500.00,"1,073",2,2.00,Ash,Yes,
2644-305,"2,150.00",500.00,"1,073",2,2.00,Ash,Yes,
2644-306,"2,150.00",500.00,"1,073",2,2.00,Ash,Yes,
2644-307,"2,150.00",500.00,"1,073",2,2.00,Ash,Yes,
2644-308,"2,150.00",500.00,"1,073",2,2.00,Ash,Yes,
2644-309,"2,150.00",500.00,"1,073",2,2.00,Ash,Yes,
2644-310,"2,875.00",500.00,"1,271",3,2.00,Spruce,Yes,
2644-311,"2,875.00",500.00,"1,271",3,2.00,Spruce,Yes,
,"70,785.00","18,000.00","30,059",57,51.00,,,
"-> Brooks House - 202 N. Brooks Street Madison, WI 53715","","","","","","","",""
202-101,"4,350.00","4,350.00","1,523",4,2.00,Big Red,Yes,
202-102,"2,940.00","2,940.00",796,2,1.00,Isthmus,Yes,"Located in the heart of the university, Brooks House is designed with you in mind. This community has fully furnished, 2-5 bedroom apartments with upscale amenities including granite countertops, stainless steel appliances, in-unit washers and dryers, and free internet and cable. Don’t forget to take advantage of the fitness center and free underground moped and bike parking. Located within walking distance of the University of Wisconsin-Madison campus, Union South, and Camp Randall Stadium, our convenient location offers it all."
202-200,"2,940.00","2,940.00",793,2,1.00,Randall,Yes,"Located in the heart of the university, Brooks House is designed with you in mind. This community has fully furnished, 2-5 bedroom apartments with upscale amenities including granite countertops, stainless steel appliances, in-unit washers and dryers, and free internet and cable. Don’t forget to take advantage of the fitness center and free underground moped and bike parking. Located within walking distance of the University of Wisconsin-Madison campus, Union South, and Camp Randall Stadium, our convenient location offers it all."
202-201,"4,310.00","4,310.00","1,184",3,2.00,Kohl,Yes,"Located in the heart of the university, Brooks House is designed with you in mind. This community has fully furnished, 2-5 bedroom apartments with upscale amenities including granite countertops, stainless steel appliances, in-unit washers and dryers, and free internet and cable. Don’t forget to take advantage of the fitness center and free underground moped and bike parking. Located within walking distance of the University of Wisconsin-Madison campus, Union South, and Camp Randall Stadium, our convenient location offers it all."
202-202,"5,200.00","5,200.00","1,462",4,2.00,Union,Yes,
202-300,"3,020.00","3,020.00",793,2,1.00,Randall,Yes,"Located in the heart of the university, Brooks House is designed with you in mind. This community has fully furnished, 2-5 bedroom apartments with upscale amenities including granite countertops, stainless steel appliances, in-unit washers and dryers, and free internet and cable. Don’t forget to take advantage of the fitness center and free underground moped and bike parking. Located within walking distance of the University of Wisconsin-Madison campus, Union South, and Camp Randall Stadium, our convenient location offers it all."
202-301,"4,310.00","4,310.00","1,184",3,2.00,Kohl,Yes,
202-302,"5,200.00","5,200.00","1,462",4,2.00,Union,Yes,
202-400,"2,750.00","3,020.00",793,2,1.00,Randall,Yes,"Located in the heart of the university, Brooks House is designed with you in mind. This community has fully furnished, 2-5 bedroom apartments with upscale amenities including granite countertops, stainless steel appliances, in-unit washers and dryers, and free internet and cable. Don’t forget to take advantage of the fitness center and free underground moped and bike parking. Located within walking distance of the University of Wisconsin-Madison campus, Union South, and Camp Randall Stadium, our convenient location offers it all."
202-401,"4,310.00","4,310.00","1,184",3,2.00,Kohl,Yes,"Located in the heart of the university, Brooks House is designed with you in mind. This community has fully furnished, 2-5 bedroom apartments with upscale amenities including granite countertops, stainless steel appliances, in-unit washers and dryers, and free internet and cable. Don’t forget to take advantage of the fitness center and free underground moped and bike parking. Located within walking distance of the University of Wisconsin-Madison campus, Union South, and Camp Randall Stadium, our convenient location offers it all."
202-402,"5,200.00","5,200.00","1,462",4,2.00,Union,Yes,
202-500,"3,750.00","3,750.00",910,3,1.00,Babcock,Yes,
202-501,"4,950.00","4,950.00","1,324",4,2.00,Bascom,Yes,"Located in the heart of the university, Brooks House is designed with you in mind. This community has fully furnished, 2-5 bedroom apartments with upscale amenities including granite countertops, stainless steel appliances, in-unit washers and dryers, and free internet and cable. Don’t forget to take advantage of the fitness center and free underground moped and bike parking. Located within walking distance of the University of Wisconsin-Madison campus, Union South, and Camp Randall Stadium, our convenient location offers it all."
202-502,"6,000.00","6,000.00","1,649",5,2.00,Bucky,Yes,
,"59,230.00","59,500.00","16,519",45,23.00,,,
"-> Campus Corner - 53 North Mills Street Madison, WI 53715","","","","","","","",""
39,"4,580.00","4,580.00","1,400",4,2.00,Remodeled,Yes,
41,"2,590.00","2,790.00",900,2,2.00,Remodeled,Yes,"If large floor plans are your thing, then check out this cornerstone location in the Spring Street neighborhood. Conveniently nestled among our other JD McCormick communities including 1019 Spring Street, 1020 Fahrenbrook Court, and Campus Village, you will love the community vibe you get living here in the heart of campus. These spacious floor plans are perfect for sharing with 2, 3 and 4 bedroom options. All units feature large sit-in kitchens and select floor plans have balconies or patio space. This location also comes furnished at no additional cost."
43,"2,590.00","2,790.00",950,2,2.00,Remodeled,Yes,"If large floor plans are your thing, then check out this cornerstone location in the Spring Street neighborhood. Conveniently nestled among our other JD McCormick communities including 1019 Spring Street, 1020 Fahrenbrook Court, and Campus Village, you will love the community vibe you get living here in the heart of campus. These spacious floor plans are perfect for sharing with 2, 3, and 4 bedroom options. All units feature large sit-in kitchens and select floor plans have balconies or patio space. This location also comes furnished at no additional cost."
45,"4,580.00","4,580.00","1,400",4,2.00,Remodeled,Yes,
47,"2,590.00","2,790.00",900,2,2.00,Remodeled,Yes,
49,"2,790.00","2,790.00",900,2,2.00,Remodeled,Yes,
51,"2,490.00","2,490.00",900,2,1.00,Remodeled,Yes,
53,"3,470.00","3,470.00","1,000",3,1.00,Remodeled,Yes,
1031,"4,580.00","4,580.00","1,400",4,2.00,Remodeled,Yes,
1033,"2,790.00","2,790.00",950,2,2.00,Remodeled,Yes,"If large floor plans are your thing, then check out this cornerstone location in the Spring Street neighborhood. Conveniently nestled among our other JD McCormick communities including 1019 Spring Street, 1020 Fahrenbrook Court, and Campus Village, you will love the community vibe you get living here in the heart of campus. These spacious floor plans are perfect for sharing with 2, 3, and 4 bedroom options. All units feature large sit-in kitchens and select floor plans have balconies or patio space. This location also comes furnished at no additional cost."
1035,"2,790.00","2,790.00",950,2,2.00,Remodeled,Yes,
1037,"4,580.00","4,580.00","1,400",4,2.00,Remodeled,Yes,REMODELED
,"40,420.00","41,020.00","13,050",33,22.00,,,
"-> Campus Village - 1 Gerry Court Madison, WI 53715","","","","","","","",""
CV 1-A,"2,540.00","2,540.00",764,2,2.00,"Platinum, Style C",Yes,"Floorplan 12
Bay window
Remodeled - 2016 LVT - 2021 

Granite Countertops
New Cabinetry
Modern Lighting
Stainless Steel Appliances
New furnishing 23-24"
CV 1-B,"2,345.00","2,345.00",616,2,1.00,"Platinum, Style E",Yes,"Granite Countertops
New Cabinetry
Modern Lighting
Stainless Steel Appliances

Floorplan 6
Lower level
Remodeled - 2017
Flooring 2021
New furnishing 23-24"
CV 1-C,"2,345.00","2,345.00",616,2,1.00,"Platinum, Style I",Yes,"Granite Countertops
New Cabinetry
Modern Lighting
Laminate Floors
Stainless Steel Appliances
Floorplan 38
Multilevel 
Remodel 2019
New furnishing 23-24"
CV 1-D,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style B",Yes,"Floorplan 10R
Patio
Remodeled 2017 LVT - 2021
Granite Countertops
New Cabinetry
Modern Lighting
Stainless Steel Appliances
New furnishing 23-24"
CV 1-E,"4,500.00","4,500.00",970,4,2.00,Silver,Yes,"Floorplan 41
Remodeled 2018
LVT 2021
New cabinetry
Multilevel
Private entrance
New furnishing 23-24"
CV 1-F,"4,500.00","4,500.00",970,4,2.00,Silver,Yes,"4 bed / 2 bath
2 Level
First Floor: 1 Bed, 1 Bath
Second Floor: 3 Bed, 1 Bath
Floorplan 39R
LR Bay
Protruded wall in Bed #3
Private entrance
Remodeled
New furnishing 23-24"
CV 1-G,"2,590.00","2,590.00",764,2,2.00,"Platinum, Style C",Yes,"Floorplan 12R
bay window 
Remodeled w/ LVT - 2018
New cabinetry
New furnishing 23-24"
CV 1-H,"3,250.00","3,250.00",865,3,1.00,Silver,Yes,"Floorplan 17R
Remodeled and LVT 2018
New cabinetry
New furnishing 23-24
Nook in loft
Nook at bottom of the stairs"
CV 1-I,"3,250.00","3,250.00",865,3,1.00,Platinum,Yes,"Floorplan 19R
Remodeled
LVT
New cabinetry
New furnishing 23-24
Nook in loft"
CV 1-J,"3,600.00","3,600.00","1,111",3,2.00,Platinum,Yes,"Floorplan 25
Remodeled
LVT
New cabinetry
New furnishing 23-24
Bay window"
